#,NAME,RAJD,DECJD,BINARY,BINCOMP,PSR,AGE,EDOT,
1727,J1748-2446aa,267.02000000,-24.77916667,*,*,*,*,*,
1728,J1748-2446ab,267.02000000,-24.77916667,BT,UL[rhs+05],*,*,*,
1729,J1748-2446ac,267.02000000,-24.77916667,*,*,*,*,*,
1730,J1748-2446ad,267.02000000,-24.77916667,ELL1,*,*,*,*,
1731,J1748-2446ae,267.02000000,-24.77916667,BT,UL[fre08],*,*,*,
1732,J1748-2446af,267.02000000,-24.77916667,*,*,*,*,*,
1733,J1748-2446ag,267.02000000,-24.77916667,*,*,*,*,*,
1734,J1748-2446ah,267.02000000,-24.77916667,*,*,*,*,*,
1735,J1748-2446ai,267.02000000,-24.77916667,BT,*,*,*,*,
1736,J1748-2446aj,267.02088292,-24.77634722,*,*,*,3.32e+08,2.15e+35,
1737,J1748-2446ak,267.01535833,-24.77717500,*,*,*,3.38e+08,5.17e+35,
1738,J1748-2446al,267.00000000,-24.76666667,*,*,*,*,*,
1739,J1748-2446am,267.02009792,-24.77978056,DD,He(?)[ar18],*,*,*,
1740,J1748-2446an,267.02357908,-24.77834167,DD,CO(?)[rgf+21],*,4.89e+08,5.55e+34,
1741,J1748-2446C,267.01891667,-24.77666667,*,*,*,*,*,
1742,J1748-2446D,267.02000000,-24.77916667,*,*,*,*,*,
1743,J1748-2446E,267.02000000,-24.77916667,BT,He[rhs+05],*,*,*,
1744,J1748-2446F,267.02000000,-24.77916667,*,*,*,*,*,
1745,J1748-2446G,267.02000000,-24.77916667,*,*,*,*,*,
1746,J1748-2446H,267.02000000,-24.77916667,*,*,*,*,*,
1747,J1748-2446I,267.02000000,-24.77916667,BT,He(?)[rhs+05],*,*,*,
1748,J1748-2446J,267.02000000,-24.77916667,BT,CO[rhs+05],*,*,*,
1749,J1748-2446K,267.02000000,-24.77916667,*,*,*,*,*,
1750,J1748-2446L,267.02000000,-24.77916667,*,*,*,*,*,
1751,J1748-2446M,267.02000000,-24.77916667,BT,He[rhs+05],*,*,*,
1752,J1748-2446N,267.02000000,-24.77916667,BT,CO[rhs+05],*,*,*,
1753,J1748-2446O,267.02000000,-24.77916667,BT,UL[rhs+05],*,*,*,
1754,J1748-2446P,267.02000000,-24.77916667,BT,MS[rhs+05],*,*,*,
1755,J1748-2446Q,267.02000000,-24.77916667,BT,*,*,*,*,
1756,J1748-2446R,267.02000000,-24.77916667,*,*,*,*,*,
1757,J1748-2446S,267.02000000,-24.77916667,*,*,*,*,*,
1758,J1748-2446T,267.02000000,-24.77916667,*,*,*,*,*,
1759,J1748-2446U,267.02000000,-24.77916667,BT,*,*,*,*,
1760,J1748-2446V,267.02000000,-24.77916667,BT,He[rhs+05],*,*,*,
1761,J1748-2446W,267.02000000,-24.77916667,BT,He[rhs+05],*,*,*,
1762,J1748-2446X,267.02000000,-24.77916667,BT,*,*,*,*,
1763,J1748-2446Y,267.02000000,-24.77916667,BT,He[rhs+05],*,*,*,
1764,J1748-2446Z,267.02000000,-24.77916667,BT,*,*,*,*,
1765,J1748-2815,267.00000000,-28.25000000,*,*,NRAD[nie+20],4.49e+05,1.39e+35,
1766,J1748-30,267.00000000,-30.28333333,*,*,*,*,*,
1767,J1748-3009,267.09899250,-30.15313333,BT,He[kek+13],*,*,*,
1768,J1749+16,267.37083333,16.40000000,*,*,*,*,*,
1769,J1749-2146,267.33850417,-21.77527778,*,*,*,6.08e+06,1.40e+31,
1770,J1749-2347,267.31504167,-23.78805556,*,*,*,5.72e+06,1.43e+32,
1771,J1749-2629,267.29700000,-26.48611111,*,*,*,1.23e+07,2.84e+31,
1772,B1746-30,267.30622054,-30.04303417,*,*,*,1.23e+06,1.37e+33,
1773,J1749-4931,267.34904167,-49.53305556,*,*,*,1.20e+07,2.63e+32,
1774,J1749-5417,267.44608333,-54.29186111,*,*,*,3.26e+07,2.03e+32,
1775,B1745-56,267.43541667,-56.08861111,*,*,*,9.96e+06,3.54e+31,
1776,J1749+5952,267.38845000,59.87670278,*,*,*,4.55e+07,7.23e+31,
1777,J1750+07,267.66666667,7.55000000,*,*,*,*,*,
1778,J1750-2043,267.57666667,-20.71888889,*,*,*,1.12e+07,1.75e+30,
1779,J1750-2438,267.74911250,-24.64944444,*,*,*,1.05e+06,1.18e+33,
1780,J1750-2444,267.59566667,-24.74638889,*,*,*,5.40e+07,1.43e+31,
1781,J1750-2536,267.63912500,-25.61194444,BT,CO[kek+13],*,*,*,
1782,J1750-28,267.51666667,-28.75000000,*,*,*,3.56e+06,1.04e+32,
1783,B1747-31,267.69716057,-31.96226094,*,*,*,7.34e+07,1.03e+31,
1784,J1750-3503,267.68542083,-35.05247222,*,*,*,2.84e+08,4.70e+30,
1785,J1750-3703A,267.55750667,-37.05304167,BT,*,*,3.12e+08,1.61e+32,
1786,J1750-3703B,267.55073750,-37.05636944,BT,*,*,5.02e+09,3.38e+33,
1787,J1750-3703C,267.55605875,-37.05155000,*,*,*,*,*,
1788,J1750-3703D,267.55457042,-37.05176889,*,*,*,1.65e+08,1.43e+35,
1789,J1751-2516,267.96929167,-25.27861111,*,*,*,2.37e+06,1.70e+33,
1790,J1751-2737,267.80270833,-27.62216667,*,*,*,*,*,
1791,J1751-2857,267.88622165,-28.96292222,DD,He[sfl+05],*,5.53e+09,7.38e+33,
1792,J1751-3323,267.88635417,-33.39433333,*,*,*,9.84e+05,2.12e+33,
1793,B1747-46,267.92581667,-46.95736944,*,*,*,9.06e+06,1.25e+32,
1794,J1752+2359,268.14758333,23.99672222,*,*,*,1.01e+07,3.71e+32,
1795,J1752-2410,268.24475833,-24.17388889,*,*,*,4.90e+06,3.50e+33,
1796,B1749-28,268.24454000,-28.11036111,*,*,*,1.10e+06,1.80e+33,
1797,J1752-2821,268.10229167,-28.35277778,*,*,*,2.93e+06,5.22e+32,
1798,J1753-12,268.22083333,-12.98333333,*,*,RRAT,*,*,
1799,J1753-1914,268.39654583,-19.24944444,*,*,*,4.93e+08,3.20e+32,
1800,J1753-2240,268.41602917,-22.67833333,BT,NS(?)[kkl+09],*,1.55e+09,4.45e+31,
1801,B1750-24,268.37757946,-25.00699789,*,*,*,5.93e+05,3.78e+33,
1802,J1753-28,268.27500000,-28.88333333,*,*,*,*,*,
1803,J1753-2819,268.48409875,-28.32500833,BT,*,*,*,*,
1804,J1753-38,268.25000000,-38.81666667,*,*,RRAT,*,*,
1805,J1754+0032,268.71666667,0.60916667,*,*,*,*,*,
1806,J1754-2422,268.65233333,-24.37333333,*,*,*,3.99e+07,3.59e+30,
1807,J1754-3014,268.62575417,-30.25083333,*,*,RRAT,4.72e+06,7.59e+31,
1808,J1754-3443,268.65571667,-34.73163889,*,*,*,1.00e+07,4.77e+32,
1809,J1754-3510,268.72756667,-35.17861111,*,*,*,7.96e+06,5.09e+32,
1810,B1753+52,268.59544500,52.02006778,*,*,*,2.42e+07,4.52e+30,
1811,J1755-0903,268.79318333,-9.06433333,*,*,*,3.87e+06,4.44e+33,
1812,J1755-1650,268.79853333,-16.84472222,*,*,*,1.69e+07,6.85e+31,
1813,J1755-2025,268.89917083,-20.41666667,*,*,*,1.15e+06,5.22e+33,
1814,J1755-2521,268.99879167,-25.35750000,*,*,*,2.07e+05,2.19e+33,
1815,J1755-25211,268.83045833,-25.35250000,*,*,*,5.10e+05,1.22e+33,
1816,J1755-2534,268.95758333,-25.57750000,*,*,*,3.30e+05,3.47e+34,
1817,J1755-2550,268.91000000,-25.83944444,DD,NS(?)[nkt+18],*,2.05e+06,3.07e+33,
1818,J1755-26,268.81787500,-26.00000000,*,*,*,5.56e+05,6.06e+33,
1819,J1755-2725,268.92450000,-27.42916667,*,*,*,3.02e+08,3.01e+31,
1820,J1755-33,268.80000000,-33.51666667,*,*,*,*,*,
1821,J1755-3716,268.89769250,-37.26966111,ELL1,CO[nbb+14],*,6.52e+09,5.87e+32,
1822,J1756+1822,269.07326250,18.38202778,*,*,*,2.30e+07,4.92e+31,
1823,J1756-2225,269.10650000,-22.43000000,*,*,*,1.22e+05,3.13e+34,
1824,J1756-2251,269.19430755,-22.86648611,DD,NS[fsk+14],*,4.43e+08,1.74e+33,
1825,B1753-24,269.24130613,-24.59286391,*,*,*,3.73e+07,3.73e+31,
1826,J1756-25,269.17500000,-25.46666667,*,*,*,*,*,
1827,J1756-2619,269.33079167,-26.31888889,*,*,*,9.27e+06,1.29e+32,
1828,J1757-1500,269.30313333,-15.00791667,*,*,*,1.89e+06,1.03e+34,
1829,J1757-16,269.35416667,-16.43333333,*,*,*,*,*,
1830,J1757-1854,269.26576825,-18.90093778,DDH,NS[cck+18],*,1.29e+08,1.05e+34,
1831,J1757-2223,269.46155000,-22.39694444,*,*,*,3.75e+06,4.85e+33,
1832,B1754-24,269.37218150,-24.36873464,*,*,HE[sbc+19],2.85e+05,4.00e+34,
1833,J1757-2745,269.47826083,-27.76115556,*,*,*,*,*,
1834,J1757-5322,269.31317292,-53.37399639,ELL1,CO[jcv+06],*,5.34e+09,1.49e+33,
1835,J1757-6032,269.43970833,-60.53630556,ELL1,CO[cbb+23],*,*,*,
1836,J1758-1931,269.52333333,-19.52805556,*,*,*,6.49e+05,2.01e+33,
1837,J1758-2206,269.68520833,-22.11250000,*,*,*,7.13e+06,4.74e+32,
1838,J1758-2540,269.63308333,-25.68027778,*,*,*,2.15e+07,6.56e+30,
1839,J1758-2630,269.64279167,-26.50277778,*,*,*,3.69e+06,1.17e+32,
1840,J1758-2846,269.56420833,-28.76722222,*,*,*,1.29e+08,8.24e+30,
1841,J1758+3030,269.60783333,30.50666667,*,*,*,2.08e+07,3.34e+31,
1842,J1759-1029,269.89291667,-10.49916667,*,*,*,2.53e+06,3.92e+31,
1843,J1759-1736,269.86733333,-17.60277778,*,*,*,4.96e+07,1.98e+31,
1844,J1759-1903,269.92400000,-19.05527778,*,*,*,3.78e+06,3.09e+32,
1845,J1759-1940,269.98766667,-19.67472222,*,*,*,4.32e+07,2.23e+32,
1846,J1759-1956,269.89758333,-19.93555556,*,*,*,2.43e+06,3.19e+31,
1847,B1756-22,269.85068333,-22.09250000,*,*,*,6.73e+05,4.37e+33,
1848,J1759-2302,269.95512500,-23.03555556,*,*,*,1.20e+06,7.96e+32,
1849,J1759-2307,269.87893750,-23.12138889,*,*,*,2.35e+06,8.51e+32,
1850,J1759-24,269.85000000,-24.03333333,*,*,*,*,*,
1851,J1759-2549,269.89633333,-25.81861111,*,*,*,1.52e+05,4.49e+33,
1852,J1759-2922,269.95102546,-29.36867382,*,*,*,1.97e+06,9.64e+32,
1853,J1759-3107,269.84190000,-31.12272222,*,*,*,4.53e+06,1.19e+32,
1854,J1759+5036,269.94030000,50.61582222,DD,NS(?)[amm+21],*,1.15e+10,1.76e+30,
1855,J1759-5505,269.89233333,-55.09191667,*,*,*,1.35e+07,3.33e+32,
1856,J1800-0125,270.09200000,-1.42516667,*,*,*,1.08e+06,9.48e+32,
1857,J1800-2114,270.05125000,-21.23861111,*,*,*,5.18e+07,3.73e+30,
1858,B1757-23,270.00000000,-23.71666667,*,*,*,*,*,
1859,J1800+5034,270.18488393,50.57271248,*,*,*,7.83e+07,2.39e+31,
1860,B1758-03,270.34428333,-3.96547222,*,*,*,4.42e+06,1.67e+32,
1861,J1801-0857A,270.46087375,-8.95884806,*,*,*,*,*,
1862,J1801-0857B,270.46068417,-8.95913056,BT,*,*,2.08e+08,3.58e+33,
1863,J1801-0857C,270.46140546,-8.95908306,*,*,*,*,*,
1864,J1801-0857D,270.48068000,-8.95674556,*,*,*,8.72e+09,4.02e+33,
1865,J1801-0857E,270.46093000,-8.95869167,*,*,*,*,*,
1866,J1801-0857F,270.46142042,-8.95868611,*,*,*,*,*,
1867,J1801-0857G,270.45874583,-8.95775000,*,*,*,1.02e+10,2.30e+31,
1868,J1801-0857H,270.46912292,-8.96476389,*,*,*,2.32e+08,8.47e+34,
1869,J1801-0857I,270.46041667,-8.95888889,*,*,BINARY[pqm+21],*,*,
1870,J1801-1417,270.46280555,-14.29292389,*,*,HE[fsk+04/aab+22],1.08e+10,4.39e+33,
1871,J1801-1855,270.34291667,-18.93027778,*,*,*,2.22e+08,4.33e+29,
1872,J1801-1909,270.44454167,-19.16000000,*,*,*,2.50e+07,2.04e+31,
1873,J1801-2115,270.38537500,-21.25500000,*,*,*,4.46e+08,7.30e+30,
1874,J1801-2154,270.28616667,-21.90198611,*,*,*,3.71e+05,1.20e+34,
1875,B1758-23,270.33256200,-23.07906583,*,*,*,5.83e+04,6.20e+34,
1876,B1757-24,270.25006667,-24.85763889,*,*,HE[aab+22],1.55e+04,2.59e+36,
1877,B1758-29,270.44516250,-29.34391667,*,*,*,5.21e+06,1.03e+32,
1878,J1801-3210,270.35786333,-32.18159250,BT,He[bbb+11],*,1.64e+12,6.89e+30,
1879,J1801-3458,270.46941667,-34.97694444,*,*,*,5.52e+07,5.90e+30,
1880,J1802+0128,270.61437500,1.47325000,*,*,*,4.16e+06,4.89e+32,
1881,J1802+03,270.68333333,3.63333333,*,*,*,*,*,
1882,J1802-0523,270.55058333,-5.39138889,*,*,*,1.01e+07,2.20e+31,
1883,J1802-1745,270.56187500,-17.75472222,*,*,*,1.45e+07,1.63e+32,
1884,J1802-2124,270.52223157,-21.40101361,ELL1,CO[fsk+10],*,2.76e+09,1.42e+33,
1885,J1802-2426,270.51291667,-24.44527778,*,*,*,1.05e+06,1.83e+33,
1886,J1802-3346,270.73000000,-33.77916667,*,*,*,2.95e+07,3.50e+30,
1887,J1803+1358,270.79583333,13.99055556,*,*,NRAD[aab+22],*,*,
1888,J1803-1616,270.89450000,-16.27500000,*,*,*,4.80e+06,4.53e+32,
1889,J1803-1857,270.99608333,-18.95527778,*,*,*,2.99e+06,2.55e+31,
1890,J1803-1920,270.87266667,-19.34472222,*,*,*,2.13e+07,1.49e+32,
1891,B1800-21,270.96421042,-21.61870861,*,*,HE,1.58e+04,2.22e+36,
1892,J1803-2149,270.79013333,-21.82027778,*,*,NRAD,8.64e+04,6.40e+35,
1893,B1800-27,270.88205275,-27.20177396,BT,He[jml+92],*,3.10e+08,1.81e+31,
1894,J1803-3002A,270.89166667,-30.03388889,*,*,*,2.81e+09,4.41e+33,
1895,J1803-3002B,270.89166667,-30.03388889,*,*,*,*,*,
1896,J1803-3002C,270.89166667,-30.03388889,*,*,*,*,*,
1897,J1803-3002D,270.89166667,-30.03388889,*,*,*,*,*,
1898,J1803-3329,270.93522083,-33.48630556,*,*,*,2.98e+07,5.24e+31,
1899,J1803-6707,270.76764725,-67.12671044,ELL1,MS[cbb+23],HE[saa+23],1.83e+09,7.50e+34,
1900,B1802-07,271.20789751,-7.59019273,BT,*,*,7.84e+08,1.50e+33,
1901,J1804-2228,271.11745833,-22.47166667,*,*,*,6.31e+07,3.04e+31,
1902,J1804-2717,271.08805453,-27.29203750,DD,He[llb+96],*,3.62e+09,1.98e+33,
1903,J1804-28,271.20000000,-28.11666667,*,*,*,*,*,
1904,J1804-2858,271.00634679,-28.97961333,*,*,*,*,*,
1905,B1802+03,271.29231094,3.10840942,*,*,*,3.47e+06,3.77e+33,
1906,J1805+0615,271.42666538,6.25516833,ELL1,UL[drc+21],HE[cck+16],1.48e+09,9.31e+34,
1907,J1805-0619,271.38098333,-6.32927778,*,*,*,7.43e+06,4.07e+32,
1908,J1805-1504,271.27541667,-15.07666667,*,*,*,6.84e+07,6.55e+30,
1909,J1805-2032,271.40454167,-20.54750000,*,*,*,7.66e+05,4.96e+33,
1910,J1805-2037,271.36745833,-20.62111111,*,*,*,3.23e+06,1.51e+33,
1911,J1805-2447,271.35804167,-24.79166667,*,*,*,1.80e+09,7.94e+29,
1912,J1805-2948,271.42704167,-29.80000000,*,*,*,1.43e+07,2.38e+32,
1913,J1806+1023,271.71714167,10.38841667,*,*,*,1.34e+08,1.99e+31,
1914,B1804-12,271.52829745,-11.90798496,*,*,*,5.88e+06,3.90e+32,
1915,J1806-1618,271.60741667,-16.31055556,*,*,*,1.23e+07,1.14e+32,
1916,J1806-1920,271.52750000,-19.33972222,*,*,*,8.19e+08,9.87e+29,
1917,J1806-2125,271.58250000,-21.46543889,*,*,*,6.47e+04,4.16e+34,
1918,J1806+2819,271.60444083,28.31697639,ELL1,He[kmk+18],HE[kmk+18/aab+22],6.37e+09,4.31e+32,
1919,J1807+04,271.85416667,4.08333333,*,*,*,*,*,
1920,J1807+0756,271.96347917,7.94538611,*,*,*,5.69e+07,5.10e+31,
1921,B1804-08,271.90844750,-8.79535278,*,*,*,9.01e+07,2.59e+32,
1922,J1807-2459A,271.83481502,-24.99802819,BT,UL[lfrj12],*,*,*,
1923,J1807-2459B,271.83696337,-25.00053194,DD,NS/CO(?)[lfrj12],*,8.06e+08,4.43e+34,
1924,J1807-2557,271.80691667,-25.95555556,*,*,RRAT,8.77e+06,9.33e+30,
1925,B1804-27,271.78539637,-27.25082303,*,*,*,1.08e+06,8.47e+32,
1926,J1808+00,272.07916667,0.56666667,*,*,*,*,*,
1927,J1808-0813,272.03930190,-8.21716578,*,*,*,1.12e+07,7.28e+31,
1928,J1808-1020,272.19014167,-10.34675000,*,*,*,1.22e+07,1.43e+32,
1929,J1808-1517,272.16287500,-15.29444444,*,*,*,3.23e+06,6.52e+32,
1930,J1808-1726,272.17625000,-17.44083333,*,*,*,3.29e+08,3.28e+31,
1931,J1808-2024,272.16390417,-20.41106944,*,*,AXP/NRAD,2.18e+02,5.02e+34,
1932,B1805-20,272.02665192,-20.96875681,*,*,*,8.52e+05,8.70e+32,
1933,J1808-2701,272.05512500,-27.02250000,*,*,*,5.92e+05,1.75e+32,
1934,J1808-3249,272.01866667,-32.82611111,*,*,*,8.20e+05,5.73e+33,
1935,J1809-0119,272.46400000,-1.32472222,*,*,*,5.15e+06,2.19e+32,
1936,J1809-0743,272.39966667,-7.71705556,*,*,*,3.27e+07,1.94e+32,
1937,J1809-1429,272.43962500,-14.49027778,*,*,*,2.71e+06,2.88e+32,
1938,J1809+17,272.27500000,17.06666667,*,*,*,*,*,
1939,J1809-1850,272.40504167,-18.84861111,*,*,*,1.68e+06,2.94e+32,
1940,J1809-1917,272.42973333,-19.29391667,*,*,*,5.14e+04,1.78e+36,
1941,J1809-1943,272.46286233,-19.73109208,*,*,AXP/HE,3.10e+04,6.56e+32,
1942,J1809-2004,272.31612500,-20.07000000,*,*,*,9.46e+05,3.50e+33,
1943,B1806-21,272.30970645,-21.15079899,*,*,*,2.91e+06,4.35e+32,
1944,J1809-2332,272.45937500,-23.53963333,*,*,NRAD[aab+22],6.76e+04,4.30e+35,
1945,J1809-3547,272.36241667,-35.78833333,*,*,*,1.14e+08,7.44e+30,
1946,J1810+0705,272.69599167,7.09341667,*,*,*,2.01e+07,3.28e+32,
1947,J1810-1441,272.74650833,-14.69266667,*,*,*,1.44e+08,9.20e+31,
1948,J1810-1709,272.61754167,-17.15750000,*,*,*,5.52e+07,8.40e+30,
1949,J1810+1744,272.65533333,17.74371667,BT,UL[hrm+11],HE,5.72e+09,3.97e+34,
1950,J1810-1820,272.73133333,-18.34416667,*,*,*,4.66e+07,5.68e+32,
1951,J1810-2005,272.74579958,-20.08563056,ELL1,He(?)[jsb+10],*,3.53e+09,1.65e+32,
1952,B1806-53,272.68530417,-53.63545306,*,*,*,1.07e+07,8.56e+32,
1953,J1811-0154,272.83283333,-1.90858333,*,*,*,9.11e+06,8.02e+31,
1954,J1811-0624,272.82535875,-6.41039444,ELL1,He[mzl+23],*,1.36e+10,2.67e+33,
1955,J1811+0702,272.83508333,7.04158333,*,*,*,2.72e+06,1.08e+33,
1956,J1811-1049,272.82112500,-10.81750000,*,*,*,5.20e+07,1.75e+30,
1957,J1811-1717,272.86054167,-17.29638889,*,*,*,5.17e+07,7.90e+31,
1958,J1811-1736,272.97930833,-17.61047222,BT,NS[mig00],*,1.83e+09,3.15e+31,
1959,J1811-1835,272.87383333,-18.59555556,*,*,*,1.40e+06,1.44e+33,
1960,J1811-1925,272.87166667,-19.42444444,*,*,NRAD,2.33e+04,6.42e+36,
1961,J1811-2405,272.83272521,-24.08845056,ELL1H,He[bbb+11],HE[aab+22],3.06e+09,2.89e+34,
1962,J1811-2439,272.98137500,-24.66472222,*,*,*,2.22e+07,1.63e+32,
1963,J1811-4930,272.86329167,-49.50577778,*,*,*,1.01e+07,3.03e+31,
1964,B1810+02,273.22161561,2.44920135,*,*,*,3.49e+06,2.84e+32,
1965,J1812-15,273.15000000,-15.51666667,*,*,BINARY[ccb+20],*,*,
1966,B1809-173,273.03003585,-17.30818717,*,*,*,1.00e+06,4.30e+32,
1967,B1809-176,273.06608021,-17.56051972,*,*,*,8.68e+06,2.49e+32,
1968,J1812-1910,273.14537500,-19.17750000,*,*,*,1.81e+05,1.86e+34,
1969,J1812-20,273.15241667,-20.96833333,*,*,*,1.26e+08,1.37e+30,
1970,J1812-2102,273.08720833,-21.04333333,*,*,*,8.11e+05,5.15e+32,
1971,J1812-2526,273.13458333,-25.44388889,*,*,*,2.82e+07,2.22e+32,
1972,J1812-2748,273.16908333,-27.80083333,*,*,*,1.19e+07,9.36e+32,
1973,J1812-3039,273.18709167,-30.65583333,*,*,*,1.41e+07,1.29e+32,
1974,J1813-0402,273.39556675,-4.04661739,ELL1,He[mzl+23],*,9.37e+09,3.96e+33,
1975,J1813-1246,273.34904167,-12.76644444,*,*,NRAD[aab+22],4.34e+04,6.24e+36,
1976,J1813-1749,273.39658333,-17.83264444,*,*,HE[crhr21],5.58e+03,5.60e+37,
1977,J1813+1822,273.41150000,18.37083333,*,*,*,2.54e+08,2.18e+31,
1978,J1813-2113,273.41612500,-21.21677778,*,*,*,3.25e+06,1.06e+33,
1979,J1813-2242,273.37150000,-22.70166667,*,*,*,1.09e+08,5.32e+31,
1980,J1813-2621,273.41913187,-26.36584861,ELL1,He[lem+15],*,5.63e+09,5.66e+33,
1981,B1811+40,273.30533754,40.22750946,*,*,*,5.79e+06,1.25e+32,
1982,J1814-0521,273.60887500,-5.36027778,*,*,*,1.82e+07,3.35e+31,
1983,J1814-0618,273.67191667,-6.30047222,*,*,*,7.47e+07,4.41e+30,
1984,J1814+1130,273.67809167,11.51220833,*,*,*,7.17e+06,1.55e+32,
1985,J1814-1649,273.65562500,-16.82444444,*,*,*,2.40e+06,2.85e+32,
1986,J1814-1744,273.67958333,-17.74666667,*,*,*,8.46e+04,4.68e+32,
1987,J1814+22,273.65000000,22.38333333,*,*,*,*,*,
1988,J1814+31,273.62916667,31.50027778,*,*,NRAD[aab+22],*,*,
1989,J1815-1738,273.81112500,-17.63523056,*,*,*,4.04e+04,3.93e+35,
1990,J1815-1910,273.76283333,-19.16677778,*,*,*,5.46e+05,7.34e+32,
1991,J1815+5546,273.77391993,55.77314169,*,*,*,7.14e+07,4.81e+31,
1992,J1816-0755,274.10226250,-7.92291667,*,*,HE[sbc+19],5.32e+05,2.48e+34,
1993,J1816-1446,274.12162500,-14.77500000,*,*,*,7.10e+06,2.49e+32,
1994,B1813-17,274.07775852,-17.48408470,*,*,*,1.71e+06,5.99e+32,
1995,B1813-26,274.14749583,-26.83138889,*,*,*,1.41e+08,1.26e+31,
1996,J1816+4510,274.14972650,45.17607272,ELL1,MS[ssc+19],HE[ksr+12],1.17e+09,5.23e+34,
1997,J1816-5643,274.15193333,-56.72836111,*,*,*,1.79e+09,7.36e+30,
1998,J1817-0743,274.45745833,-7.72191667,*,*,*,*,*,
1999,J1817-1511,274.40083333,-15.19416667,*,*,*,2.49e+06,4.99e+33,
2000,J1817-1742,274.28764167,-17.70030556,*,*,NRAD[aab+22],1.15e+05,2.42e+35,
2001,J1817-1938,274.27841667,-19.64333333,*,*,*,9.01e+07,1.66e+30,
2002,B1814-23,274.25000000,-23.18333333,*,*,*,*,*,
2003,B1813-36,274.27440417,-36.30127778,*,*,*,3.03e+06,1.38e+33,
2004,J1817-3837,274.25112500,-38.63325000,*,*,*,1.05e+07,4.03e+32,
2005,J1818-0151,274.60737500,-1.86500000,*,*,*,1.46e+06,6.12e+32,
2006,J1818-1116,274.61020833,-11.27472222,*,*,*,2.26e+06,9.34e+32,
2007,B1815-14,274.59902500,-14.37686389,*,*,*,2.27e+06,3.24e+33,
2008,J1818-1448,274.61629167,-14.81055556,*,*,*,7.25e+05,1.09e+34,
2009,J1818-1519,274.56083333,-15.32861111,*,*,*,3.63e+06,1.95e+32,
2010,J1818-1541,274.65633333,-15.69583333,*,*,*,9.02e+05,2.28e+33,
2011,J1818-1556,274.71645833,-15.93444444,*,*,*,2.14e+07,3.22e+31,
2012,J1818-1607,274.50080583,-16.13139025,*,*,AXP[esy+20]/HE[kdk+20],5.16e+02,6.51e+35,
2013,J1819-0925,274.96059167,-9.43052778,*,*,*,4.31e+06,2.00e+32,
2014,J1819-1008,274.91660833,-10.14111111,*,*,*,3.62e+06,1.90e+33,
2015,J1819-1114,274.86991667,-11.24527778,*,*,*,8.23e+06,8.78e+32,
2016,J1819-1131,274.99229167,-11.52472222,*,*,*,2.89e+07,1.12e+31,
2017,J1819+1305,274.98427500,13.08756944,*,*,*,4.68e+07,1.19e+31,
2018,J1819-1318,274.93191667,-13.31166667,*,*,*,4.02e+07,6.77e+30,
2019,J1819-1408,274.98666667,-14.13377778,*,*,*,1.09e+07,1.79e+31,
2020,J1819-1458,274.89238750,-14.96765833,*,*,RRAT/HE,1.20e+05,2.87e+32,
2021,J1819-1510,274.97371250,-15.17238889,*,*,*,4.57e+08,2.67e+31,
2022,J1819-17,274.87500000,-17.08333333,*,*,*,*,*,
2023,J1819-1717,274.93083333,-17.28777778,*,*,*,1.80e+06,2.24e+33,
2024,J1819-37,274.75000000,-37.00000000,*,*,*,*,*,
2025,B1818-04,275.21913917,-4.46047556,*,*,*,1.50e+06,1.17e+33,
2026,J1820-0509,275.09470000,-5.16069444,*,*,*,5.73e+06,9.59e+32,
2027,B1817-13,275.08233150,-13.77091020,*,*,*,3.25e+06,2.27e+32,
2028,J1820-1529,275.17212500,-15.49507222,*,*,*,1.39e+05,4.04e+34,
2029,B1817-18,275.16286537,-18.30090532,*,*,*,5.25e+07,1.24e+32,
2030,J1821+0155,275.41201533,1.92277583,*,*,*,1.85e+10,2.97e+31,
2031,J1821-0256,275.29295833,-2.94405556,*,*,*,1.76e+08,2.07e+31,
2032,J1821-0331,275.43625000,-3.52019444,*,*,*,5.65e+06,1.36e+32,
2033,J1821-1419,275.39291667,-14.32388889,*,*,*,2.93e+04,7.78e+33,
2034,J1821-1432,275.41573750,-14.54811111,*,*,*,5.65e+06,3.02e+31,
2035,J1821+1715,275.30626250,17.26307222,*,*,*,2.48e+07,1.35e+31,
2036,J1821+4147,275.46810731,41.78404269,*,*,*,1.16e+07,3.40e+31,
2037,J1822+02,275.50000000,2.00000000,*,*,*,*,*,
2038,J1822+0705,275.57684107,7.08861714,*,*,*,1.24e+07,2.73e+31,
2039,J1822-0719,275.61697083,-7.33194444,*,*,*,4.16e+08,6.03e+30,
2040,J1822-0848,275.71608333,-8.81638889,BT,He[lfl+06],*,9.80e+07,9.16e+30,
2041,J1822-0902,275.64893750,-9.04975000,*,*,*,1.33e+05,2.13e+35,
2042,J1822-0907,275.66583333,-9.12666667,*,*,*,4.35e+07,1.51e+31,
2043,J1822+1120,275.56083333,11.34894444,*,*,*,1.21e+07,1.62e+31,
2044,J1822-1252,275.67375000,-12.88027778,*,*,*,3.87e+05,3.77e+32,
2045,B1820-14,275.72517768,-14.00066746,*,*,*,3.75e+06,3.61e+33,
2046,J1822-1604,275.57500000,-16.07411111,*,*,AXP/NRAD,6.26e+06,1.40e+30,
2047,J1822-1617,275.65250000,-16.29305556,*,*,*,6.99e+06,1.30e+32,
2048,B1819-22,275.74564215,-22.94183603,*,*,*,2.19e+07,8.12e+30,
